32.37.0.0 32.255.255.255
66.51.176.0 66.51.223.255
66.51.224.0 66.51.239.25
66.51.239.26 66.51.239.255
66.52.0.0 66.53.255.255
66.54.0.0 66.54.111.255
66.54.128.0 66.54.173.103
66.54.173.104 66.54.173.111
66.54.173.112 66.55.111.255
66.55.128.0 66.55.191.255
66.55.192.0 66.55.223.255
66.55.224.0 66.55.255.255
66.56.0.0 66.56.63.255
66.56.64.0 66.56.95.255
66.56.96.0 66.57.255.255
66.58.0.0 66.59.127.255
66.59.192.0 66.59.255.255
66.60.64.0 66.60.255.255
66.61.0.0 66.61.255.255
66.62.0.0 66.63.159.255
66.63.160.0 66.63.191.255
66.63.192.0 66.63.223.255
66.63.224.0 66.64.255.255
66.65.0.0 66.65.255.255
66.66.0.0 66.67.255.255
66.68.0.0 66.68.255.255
66.69.0.0 66.69.191.255
66.69.192.0 66.69.255.255
66.70.0.0 66.70.255.255
66.71.0.0 66.71.127.255
66.71.128.0 66.71.239.255
66.71.240.0 66.71.255.255
66.72.0.0 66.73.5.255
66.73.6.0 66.73.6.255
66.73.7.0 66.73.255.255
66.74.0.0 66.75.160.38
66.75.160.40 66.75.255.255
66.76.0.0 66.76.255.255
66.77.0.0 66.78.95.255
66.78.128.0 66.79.159.255
66.79.160.0 66.79.191.255
66.79.192.0 66.79.223.255
66.80.0.0 66.80.255.255
66.81.0.0 66.81.255.255
66.82.0.0 66.82.255.255
66.83.0.0 66.85.0.255
66.85.2.0 66.85.2.255
66.85.4.0 66.85.6.255
66.85.9.0 66.85.9.255
66.85.11.0 66.85.11.255
66.85.13.0 66.85.13.255
66.85.16.0 66.85.20.255
66.85.24.0 66.85.24.255
66.85.32.0 66.85.33.255
66.85.35.0 66.85.40.255
66.85.42.0 66.85.42.255
66.85.58.0 66.85.58.255
66.85.61.0 66.85.62.255
66.85.66.0 66.85.66.255
66.85.68.0 66.85.69.255
66.85.81.0 66.85.81.255
66.85.90.0 66.85.90.255
66.85.96.0 66.85.139.255
66.85.140.0 66.85.140.255
66.85.141.0 66.85.239.255
66.85.255.0 66.86.117.255
66.86.118.0 66.86.118.255
66.86.119.0 66.90.63.255
66.90.64.0 66.90.127.255
66.90.128.0 66.90.255.255
66.91.0.0 66.91.255.255
66.92.0.0 66.93.255.255
66.94.0.0 66.94.63.255
66.94.64.0 66.94.95.255
66.94.96.0 66.96.15.255
66.96.32.0 66.96.191.255
66.96.192.0 66.96.255.255
66.97.0.0 66.97.15.255
66.97.32.0 66.97.255.255
66.98.96.0 66.98.127.255
66.98.128.0 66.98.255.255
66.99.0.0 66.99.255.255
66.100.0.0 66.101.255.255
66.102.16.0 66.102.63.255
66.102.96.0 66.102.239.255
66.102.240.0 66.102.255.255
66.103.0.0 66.103.31.255
66.103.64.0 66.103.191.255
66.103.224.0 66.103.229.255
66.103.230.0 66.103.230.255
66.103.231.0 66.103.253.255
66.103.254.0 66.103.254.255
66.103.255.0 66.103.255.255
66.104.0.0 66.107.255.255
66.108.0.0 66.108.255.255
66.109.0.0 66.109.15.255
66.109.16.0 66.109.255.255
66.110.176.0 66.111.95.255
66.111.96.0 66.111.111.255
66.111.112.0 66.112.175.255
66.112.192.0 66.113.111.255
66.113.128.0 66.113.255.255
66.114.0.0 66.114.47.255
66.114.48.0 66.114.63.255
66.114.64.0 66.114.64.255
66.114.65.0 66.114.65.255
66.114.66.0 66.114.191.255
66.114.192.0 66.114.255.255
66.115.0.0 66.116.127.255
66.116.128.0 66.116.255.255
66.117.0.0 66.118.63.255
66.118.64.0 66.118.95.255
66.118.96.0 66.118.111.255
66.118.112.0 66.118.127.255
66.118.128.0 66.118.191.255
66.118.192.0 66.118.223.255
66.118.224.0 66.118.239.255
66.118.240.0 66.118.255.255
66.119.0.0 66.119.31.255
66.119.32.0 66.119.47.255
66.119.48.0 66.119.63.255
66.119.64.0 66.119.95.255
66.119.96.0 66.119.111.255
66.119.112.0 66.119.127.255
66.119.144.0 66.119.159.255
66.119.192.0 66.119.223.255
66.119.224.0 66.119.239.255
66.119.240.0 66.119.255.255
66.120.0.0 66.127.255.255
66.128.0.0 66.128.15.255
66.128.16.0 66.128.31.255
66.128.48.0 66.128.63.255
66.128.64.0 66.128.79.255
66.128.96.0 66.128.127.255
66.128.128.0 66.128.143.255
66.128.144.0 66.128.159.255
66.128.160.0 66.128.191.255
66.128.192.0 66.128.207.255
66.128.208.0 66.128.223.255
66.128.224.0 66.128.239.255
66.128.240.0 66.129.127.255
66.129.192.0 66.129.255.255
66.132.0.0 66.135.31.255
66.135.32.0 66.135.63.255
66.135.64.0 66.135.95.255
66.135.128.0 66.135.191.255
66.135.192.0 66.135.223.255
66.135.224.0 66.135.255.255
66.136.0.0 66.143.255.255
66.144.0.0 66.146.127.255
66.146.160.0 66.146.255.255
66.147.0.0 66.147.127.255
66.147.128.0 66.147.223.255
66.147.224.0 66.147.239.255
66.147.240.0 66.147.255.255
66.148.0.0 66.150.96.108
66.150.96.109 66.150.96.109
66.150.96.110 66.150.189.255
66.150.190.0 66.150.190.255
66.150.191.0 66.152.63.255
66.152.96.0 66.152.159.255
66.152.160.0 66.152.191.255
66.152.192.0 66.153.102.223
66.153.102.224 66.153.102.239
66.153.102.240 66.153.114.255
66.153.115.0 66.153.115.255
66.153.116.0 66.154.95.255
66.154.128.0 66.154.255.255
66.155.0.0 66.155.127.255
66.155.128.0 66.157.255.255
66.158.0.0 66.158.127.255
66.158.160.0 66.158.255.255
66.159.0.0 66.159.31.255
66.159.48.0 66.159.111.255
66.159.128.0 66.160.127.255
66.160.128.0 66.160.207.255
66.160.208.0 66.160.255.255
66.161.0.0 66.161.255.255
66.162.0.0 66.162.255.255
66.163.32.0 66.163.63.255
66.163.80.0 66.163.191.255
66.163.208.0 66.165.191.255
66.165.224.0 66.170.127.255
66.170.128.0 66.170.143.255
66.170.160.0 66.170.179.255
66.170.192.0 66.171.47.255
66.171.64.0 66.171.95.255
66.171.112.0 66.171.127.255
66.171.144.0 66.171.159.255
66.171.176.0 66.171.223.255
66.171.224.0 66.171.239.255
66.171.240.0 66.175.207.255
66.175.208.0 66.175.231.255
66.175.240.0 66.175.255.255
66.176.0.0 66.177.255.255
66.178.0.0 66.180.63.255
66.180.80.0 66.180.175.255
66.180.176.0 66.180.191.255
66.180.192.0 66.180.223.255
66.180.240.0 66.181.207.255
66.181.224.0 66.181.239.255
66.181.240.0 66.182.191.255
66.182.192.0 66.182.255.255
66.184.0.0 66.185.31.255
66.185.64.0 66.185.79.255
66.185.96.0 66.185.111.255
66.185.112.0 66.185.127.255
66.185.128.0 66.185.159.255
66.185.160.0 66.185.191.255
66.185.224.0 66.185.239.255
66.185.240.0 66.185.255.255
66.186.0.0 66.186.31.255
66.186.32.0 66.186.63.255
66.186.96.0 66.186.189.255
66.186.190.0 66.186.190.255
66.186.191.0 66.187.79.255
66.187.96.0 66.187.111.255
66.187.128.0 66.188.255.255
66.189.0.0 66.189.0.99
66.189.0.101 66.189.1.255
66.189.2.0 66.190.207.255
66.190.208.0 66.190.223.255
66.190.224.0 66.190.255.255
66.191.0.0 66.191.255.255
66.192.0.0 66.195.255.255
66.196.0.0 66.196.31.255
66.196.48.0 66.196.89.255
66.196.90.0 66.196.91.255
66.196.92.0 66.197.127.255
66.197.128.0 66.197.255.255
66.198.192.0 66.198.223.255
66.198.224.0 66.198.239.255
66.198.240.0 66.198.255.255
66.199.0.0 66.199.31.255
66.199.48.0 66.199.63.255
66.199.64.0 66.199.127.255
66.199.128.0 66.199.191.255
66.199.192.0 66.199.223.255
66.199.224.0 66.199.255.255
66.200.0.0 66.200.255.255
66.201.0.0 66.201.31.255
66.201.32.0 66.201.63.255
66.201.64.0 66.201.127.255
66.201.128.0 66.201.159.255
66.201.160.0 66.201.191.255
66.202.0.0 66.203.63.255
66.203.64.0 66.203.95.255
66.203.96.0 66.203.159.255
66.203.224.0 66.203.239.255
66.203.240.0 66.203.255.255
66.204.0.0 66.204.255.255
66.205.0.0 66.205.63.255
66.205.64.0 66.205.95.255
66.205.96.0 66.205.127.255
66.205.128.0 66.205.159.255
66.205.160.0 66.205.175.255
66.205.176.0 66.205.223.255
66.205.224.0 66.205.255.255
66.206.0.0 66.206.31.255
66.206.32.0 66.206.47.255
66.206.48.0 66.206.63.255
66.206.64.0 66.206.79.255
66.206.80.0 66.206.95.255
66.206.96.0 66.206.111.255
66.206.112.0 66.206.223.255
66.207.0.0 66.207.31.255
66.207.32.0 66.207.63.255
66.207.64.0 66.207.95.255
66.207.128.0 66.207.143.255
66.207.144.0 66.207.155.30
66.207.155.32 66.207.159.255
66.207.160.0 66.207.175.255
66.207.176.0 66.207.191.255
66.207.224.0 66.207.255.255
66.208.0.0 66.208.47.255
66.208.48.0 66.208.191.255
66.208.192.0 66.208.255.255
66.209.0.0 66.209.47.255
66.209.64.0 66.209.127.255
66.209.128.0 66.209.140.123
66.209.140.125 66.209.143.255
66.209.144.0 66.209.175.255
66.209.192.0 66.209.255.255
66.210.0.0 66.210.183.63
66.210.183.64 66.210.183.127
66.210.183.128 66.210.255.255
66.211.0.0 66.211.111.255
66.211.112.0 66.211.127.255
66.211.128.0 66.211.159.255
66.211.160.0 66.211.191.255
66.211.192.0 66.212.15.255
66.212.16.0 66.212.31.255
66.212.32.0 66.212.159.255
66.212.192.0 66.212.221.255
66.212.222.0 66.212.222.255
66.212.223.0 66.212.223.255
66.213.0.0 66.213.127.255
66.213.128.0 66.213.255.255
66.214.0.0 66.215.255.255
66.216.0.0 66.216.63.255
66.216.64.0 66.216.127.255
66.216.128.0 66.218.63.255
66.218.64.0 66.218.95.255
66.218.96.0 66.218.131.255
66.218.134.0 66.218.223.255
66.218.224.0 66.218.224.39
66.218.224.41 66.218.245.9
66.218.245.11 66.218.245.12
66.218.245.14 66.218.255.255
66.219.0.0 66.219.63.255
66.219.64.0 66.219.95.255
66.219.96.0 66.219.111.255
66.219.112.0 66.219.127.255
66.219.128.0 66.219.191.255
66.219.192.0 66.219.255.255
66.220.0.0 66.220.31.255
66.220.32.0 66.220.143.255
66.220.144.0 66.220.159.255
66.220.160.0 66.220.255.255
66.221.0.0 66.221.255.255
66.222.0.0 66.222.127.255
66.223.0.0 66.225.127.255
66.225.192.0 66.225.193.255
66.225.194.0 66.225.195.255
66.225.196.0 66.225.197.255
66.225.198.0 66.225.198.255
66.225.199.0 66.225.230.255
66.225.231.0 66.225.232.255
66.225.233.0 66.225.238.255
66.225.239.0 66.225.239.255
66.225.240.0 66.225.253.255
66.225.254.0 66.225.255.255
66.226.0.0 66.226.63.255
66.226.64.0 66.226.95.255
66.226.96.0 66.226.127.255
66.226.160.0 66.226.255.255
66.227.0.0 66.227.127.255
66.227.128.0 66.228.31.255
66.228.32.0 66.228.49.255
66.228.50.0 66.228.60.255
66.228.61.0 66.228.61.255
66.228.62.0 66.228.63.255
66.228.64.0 66.228.95.255
66.228.96.0 66.228.111.255
66.228.112.0 66.228.127.255
66.228.128.0 66.228.159.255
66.228.160.0 66.228.191.255
66.228.192.0 66.228.223.255
66.228.224.0 66.228.255.255
66.229.0.0 66.229.255.255
66.230.0.0 66.230.63.255
66.230.64.0 66.230.191.255
66.230.192.0 66.230.199.255
66.230.200.0 66.230.200.255
66.230.201.0 66.230.239.255
66.230.252.0 66.231.63.255
66.231.80.0 66.231.159.255
66.231.176.0 66.231.177.255
66.231.178.0 66.231.178.255
66.231.179.0 66.231.191.255
66.231.192.0 66.232.152.255
66.232.153.0 66.232.155.255
66.232.156.0 66.232.156.255
66.232.157.0 66.232.159.255
66.232.160.0 66.232.255.255
66.233.0.0 66.233.255.255
66.234.0.0 66.234.15.255
66.234.32.0 66.234.63.255
66.234.64.0 66.234.79.255
66.234.80.0 66.234.127.255
66.234.128.0 66.234.143.255
66.234.144.0 66.234.159.255
66.234.160.0 66.234.175.255
66.234.176.0 66.234.191.255
66.234.192.0 66.234.223.255
66.234.224.0 66.234.255.255
66.235.0.0 66.235.79.255
66.235.80.0 66.235.111.255
66.235.112.0 66.235.127.255
66.235.128.0 66.235.143.255
66.235.144.0 66.235.159.255
66.235.160.0 66.235.191.255
66.235.192.0 66.235.207.255
66.235.208.0 66.235.223.255
66.235.224.0 66.235.255.255
66.236.0.0 66.239.255.255
66.240.0.0 66.240.48.8
66.240.48.10 66.240.63.255
66.240.64.0 66.241.127.255
66.241.144.0 66.242.95.255
66.242.112.0 66.242.127.255
66.242.128.0 66.242.159.255
66.242.160.0 66.242.255.255
66.243.0.0 66.243.191.255
66.243.192.0 66.243.255.255
66.244.0.0 66.244.63.255
66.244.64.0 66.244.191.255
66.245.0.0 66.245.159.255
66.245.160.0 66.245.175.255
66.245.180.0 66.245.183.255
66.245.192.0 66.245.255.255
66.246.0.0 66.246.255.255
66.247.0.0 66.248.52.255
66.248.53.0 66.248.54.255
66.248.55.0 66.248.159.255
66.248.224.0 66.248.255.255
66.249.0.0 66.249.31.255
66.249.32.0 66.249.63.255
66.249.96.0 66.249.143.255
66.249.160.0 66.251.127.255
66.251.192.0 66.251.223.255
66.251.224.0 66.252.143.255
66.252.160.0 66.254.31.255
66.254.64.0 66.255.180.255
66.255.181.0 66.255.181.31
66.255.181.32 66.255.255.255
67.0.0.0 67.7.255.255
67.8.0.0 67.13.255.255
67.14.0.0 67.14.159.255
67.14.160.0 67.14.255.255
67.15.0.0 67.15.193.161
67.15.193.172 67.15.255.255
67.16.0.0 67.17.215.255
67.17.216.0 67.17.223.255
67.17.224.0 67.17.255.255
67.18.0.0 67.19.255.255
67.20.0.0 67.20.47.255
67.20.48.0 67.20.63.255
67.20.64.0 67.20.127.255
67.20.128.0 67.21.31.255
67.21.36.0 67.21.37.255
67.21.48.0 67.21.63.255
67.21.64.0 67.21.127.255
67.21.128.0 67.21.191.255
67.22.0.0 67.22.63.255
67.22.112.0 67.22.119.255
67.22.144.0 67.22.223.255
67.22.240.0 67.23.31.255
67.23.32.0 67.23.47.255
67.23.48.0 67.23.127.255
67.23.144.0 67.23.223.255
67.23.224.0 67.23.255.255
67.24.0.0 67.31.255.255
67.32.0.0 67.33.255.255
67.34.0.0 67.34.0.255
67.34.1.0 67.35.255.255
67.36.0.0 67.36.202.103
67.36.202.104 67.36.202.111
67.36.202.112 67.39.57.63
67.39.57.64 67.39.57.71
67.39.57.72 67.39.255.255
67.40.0.0 67.40.255.255
67.41.0.0 67.41.255.255
67.42.0.0 67.42.255.255
67.43.0.0 67.43.15.255
67.43.16.0 67.43.47.255
67.43.48.0 67.43.63.255
67.43.64.0 67.43.127.255
67.43.144.0 67.43.159.255
67.43.160.0 67.43.223.255
67.43.240.0 67.47.255.255
67.48.0.0 67.49.255.255
67.50.0.0 67.51.255.255
67.52.0.0 67.53.255.255
67.54.0.0 67.54.127.255
67.54.128.0 67.54.255.255
67.55.64.0 67.55.127.255
67.55.128.0 67.58.191.255
67.58.224.0 67.62.255.255
67.63.0.0 67.63.31.255
67.63.32.0 67.63.175.255
67.63.176.0 67.63.191.255
67.63.192.0 67.63.255.255
67.64.0.0 67.65.146.79
67.65.146.80 67.65.146.87
67.65.146.88 67.65.162.255
67.65.163.0 67.65.163.255
67.65.164.0 67.67.255.255
67.72.0.0 67.75.255.255
67.76.0.0 67.77.255.255
67.78.0.0 67.79.255.255
67.80.0.0 67.87.255.255
67.88.0.0 67.95.255.255
67.96.0.0 67.99.199.255
67.99.200.0 67.99.207.255
67.99.208.0 67.99.255.255
67.100.0.0 67.101.86.255
67.101.87.0 67.101.87.255
67.101.88.0 67.103.255.255
67.104.0.0 67.111.255.255
67.112.0.0 67.112.255.255
67.113.0.0 67.117.255.255
67.118.0.0 67.118.255.255
67.119.0.0 67.119.74.127
67.119.74.128 67.119.74.135
67.119.74.136 67.120.207.71
67.120.207.72 67.120.207.79
67.120.207.80 67.121.0.255
67.121.1.0 67.121.92.255
67.121.93.0 67.121.93.255
67.121.94.0 67.122.248.255
67.122.249.0 67.122.249.255
67.122.250.0 67.124.255.255
67.125.0.0 67.131.115.255
67.131.116.0 67.131.116.255
67.131.117.0 67.134.155.255
67.134.156.0 67.134.156.255
67.134.157.0 67.134.232.255
67.134.233.0 67.134.233.255
67.134.234.0 67.135.255.255
67.136.0.0 67.138.116.1
67.138.116.3 67.139.255.255
67.140.0.0 67.141.255.255
67.142.0.0 67.143.255.255
67.144.0.0 67.148.255.255
67.149.0.0 67.149.255.255
67.150.0.0 67.150.255.255
67.151.0.0 67.158.63.255
67.158.80.0 67.158.255.255
67.159.0.0 67.159.63.255
67.159.64.0 67.159.127.255
67.159.128.0 67.159.207.255
67.159.224.0 67.159.255.255
67.160.0.0 67.191.255.255
67.192.0.0 67.192.255.255
67.194.0.0 67.194.255.255
67.195.0.0 67.195.255.255
67.196.0.0 67.196.255.255
67.197.0.0 67.198.127.255
67.198.128.0 67.198.255.255
67.199.0.0 67.199.112.20
67.199.112.22 67.199.127.255
67.199.128.0 67.199.129.255
67.199.130.0 67.200.255.255
67.201.0.0 67.201.7.255
67.201.8.0 67.201.11.255
67.201.12.0 67.201.15.255
67.201.16.0 67.201.32.10
67.201.32.13 67.201.39.255
67.201.40.0 67.201.40.255
67.201.41.0 67.201.47.255
67.201.48.0 67.201.49.255
67.201.50.0 67.201.127.255
67.201.192.0 67.201.255.255
67.202.0.0 67.202.63.255
67.202.64.0 67.202.103.255
67.202.104.0 67.202.107.255
67.202.108.0 67.202.127.255
67.202.128.0 67.203.191.255
67.204.64.0 67.204.191.255
67.205.0.0 67.205.63.255
67.205.128.0 67.206.191.255
67.207.0.0 67.207.127.255
67.207.128.0 67.207.159.255
67.207.160.0 67.207.255.255
67.208.32.0 67.209.223.255
67.209.224.0 67.209.239.255
67.209.240.0 67.210.95.255
67.210.96.0 67.210.127.255
67.210.144.0 67.210.159.255
67.210.176.0 67.210.207.255
67.210.224.0 67.211.31.255
67.211.32.0 67.211.63.255
67.211.80.0 67.211.95.255
67.211.128.0 67.211.191.255
67.211.208.0 67.211.239.255
67.212.32.0 67.212.63.255
67.212.96.0 67.212.159.255
67.212.160.0 67.212.191.255
67.212.192.0 67.212.223.255
67.212.224.0 67.212.239.255
67.212.240.0 67.212.255.255
67.213.0.0 67.213.63.255
67.213.112.0 67.213.143.255
67.213.160.0 67.213.207.255
67.213.208.0 67.213.223.255
67.213.224.0 67.214.64.5
67.214.64.8 67.214.64.27
67.214.64.29 67.214.126.255
67.214.127.0 67.214.127.255
67.214.128.0 67.214.255.255
67.215.16.0 67.215.47.255
67.215.108.0 67.215.111.255
67.215.112.0 67.215.127.255
67.215.160.0 67.215.191.255
67.215.208.0 67.215.223.255
67.215.224.0 67.215.255.255
67.216.0.0 67.218.159.255
67.218.160.0 67.218.191.255
67.218.192.0 67.220.31.255
67.220.48.0 67.220.63.255
67.220.64.0 67.220.95.255
67.220.96.0 67.220.191.255
67.220.192.0 67.220.223.255
67.220.224.0 67.220.255.255
67.221.0.0 67.221.143.255
67.221.160.0 67.221.255.255
67.222.0.0 67.222.23.255
67.222.24.0 67.222.31.255
67.222.32.0 67.222.63.255
67.222.64.0 67.222.127.255
67.222.128.0 67.222.159.255
67.222.160.0 67.223.63.255
67.223.112.0 67.223.127.255
67.223.160.0 67.223.223.255
67.223.224.0 67.223.255.255
67.224.0.0 67.224.79.255
67.224.96.0 67.224.127.255
67.225.128.0 67.225.255.255
67.226.0.0 67.226.127.255
67.226.208.0 67.226.223.255
67.227.0.0 67.227.127.255
67.227.128.0 67.227.255.255
67.228.0.0 67.228.255.255
67.229.0.0 67.229.255.255
67.230.0.0 67.230.127.255
67.230.192.0 67.231.15.255
67.231.32.0 67.231.207.255
67.231.224.0 67.231.239.255
67.231.240.0 67.231.255.255
67.232.0.0 67.241.215.255
67.241.216.0 67.241.216.255
67.241.217.0 67.255.255.255
68.0.0.0 68.3.255.255
68.4.0.0 68.4.255.255
68.5.0.0 68.15.255.255
68.16.0.0 68.19.255.255
68.20.0.0 68.20.61.31
68.20.61.32 68.20.61.39
68.20.61.40 68.20.81.255
68.20.82.0 68.20.82.7
68.20.82.8 68.20.92.183
68.20.92.184 68.20.92.191
68.20.92.192 68.22.109.223
68.22.109.224 68.22.109.231
68.22.109.232 68.22.229.79
68.22.229.80 68.22.229.87
68.22.229.88 68.23.61.183
68.23.61.184 68.23.61.191
68.23.61.192 68.23.255.255
68.24.0.0 68.28.154.10
68.28.154.12 68.31.255.255
68.32.0.0 68.63.255.255
68.64.0.0 68.64.127.255
68.64.128.0 68.64.155.255
68.64.156.0 68.64.159.255
68.64.160.0 68.64.191.255
68.64.192.0 68.65.119.255
68.65.126.0 68.65.159.255
68.65.160.0 68.65.175.255
68.65.176.0 68.66.47.255
68.66.64.0 68.67.31.255
68.67.64.0 68.67.255.255
68.68.16.0 68.68.31.255
68.68.32.0 68.68.95.255
68.68.96.0 68.68.111.255
68.68.112.0 68.69.15.255
68.69.32.0 68.69.127.255
68.69.160.0 68.69.175.255
68.69.176.0 68.69.191.255
68.69.224.0 68.69.255.255
68.70.0.0 68.70.143.255
68.70.160.0 68.70.255.255
68.71.64.0 68.71.79.255
68.71.80.0 68.71.191.255
68.71.208.0 68.71.223.255
68.71.224.0 68.71.255.255
68.72.0.0 68.72.64.247
68.72.64.248 68.72.64.255
68.72.65.0 68.72.255.255
68.73.0.0 68.73.133.111
68.73.133.112 68.73.133.119
68.73.133.120 68.73.232.215
68.73.232.216 68.73.232.223
68.73.232.224 68.73.255.255
68.74.0.0 68.76.230.47
68.76.230.48 68.76.230.55
68.76.230.56 68.77.218.255
68.77.219.0 68.77.219.7
68.77.219.8 68.77.238.7
68.77.238.8 68.77.238.23
68.77.238.24 68.77.238.31
68.77.238.32 68.77.238.39
68.77.238.40 68.77.239.231
68.77.239.232 68.77.239.239
68.77.239.240 68.78.206.159
68.78.206.160 68.78.206.167
68.78.206.168 68.78.206.199
68.78.206.200 68.78.206.207
68.78.206.208 68.78.206.255
68.78.207.0 68.78.207.7
68.78.207.8 68.78.207.159
68.78.207.160 68.78.207.167
68.78.207.168 68.78.255.255
68.79.0.0 68.79.66.255
68.79.67.0 68.79.67.7
68.79.67.8 68.79.246.39
68.79.246.40 68.79.246.47
68.79.246.48 68.79.246.55
68.79.246.56 68.79.246.63
68.79.246.64 68.79.247.231
68.79.247.232 68.79.247.239
68.79.247.240 68.79.255.255
68.80.0.0 68.87.255.255
68.88.0.0 68.89.6.207
68.89.6.208 68.89.6.215
68.89.6.216 68.89.15.79
68.89.15.80 68.89.15.87
68.89.15.88 68.91.255.255
68.92.0.0 68.92.38.255
68.92.39.0 68.92.39.255
68.92.40.0 68.92.255.255
68.93.0.0 68.93.74.255
68.93.75.0 68.93.75.255
68.93.76.0 68.94.140.47
68.94.140.48 68.94.140.55
68.94.140.56 68.95.255.255
68.96.0.0 68.96.246.255
68.96.247.0 68.96.247.255
68.96.248.0 68.97.87.255
68.97.88.0 68.99.255.255
68.100.0.0 68.100.255.255
68.101.0.0 68.101.22.255
68.101.23.0 68.101.23.255
68.101.24.0 68.101.255.255
68.102.0.0 68.103.255.255
68.104.0.0 68.104.93.255
68.104.94.0 68.104.94.255
68.104.95.0 68.105.27.255
68.105.28.0 68.105.28.15
68.105.28.17 68.105.29.15
68.105.29.17 68.105.29.255
68.105.30.0 68.105.255.255
68.106.0.0 68.108.165.255
68.108.166.0 68.108.166.255
68.108.167.0 68.111.255.255
68.112.0.0 68.119.255.255
68.120.0.0 68.121.209.255
68.121.210.0 68.121.210.255
68.121.211.0 68.121.215.255
68.121.216.0 68.121.216.255
68.121.217.0 68.121.219.255
68.121.220.0 68.122.226.255
68.122.227.0 68.122.227.255
68.122.228.0 68.123.122.255
68.123.123.0 68.123.123.255
68.123.124.0 68.123.126.255
68.123.127.0 68.123.127.255
68.123.128.0 68.123.255.255
68.124.0.0 68.124.73.7
68.124.73.8 68.124.73.15
68.124.73.16 68.124.255.255
68.125.0.0 68.125.255.255
68.126.0.0 68.126.255.255
68.127.0.0 68.127.150.255
68.127.151.0 68.127.151.255
68.127.152.0 68.127.255.255
68.128.0.0 68.141.255.255
68.142.0.0 68.142.63.255
68.142.64.0 68.142.127.255
68.142.128.0 68.142.248.255
68.142.249.0 68.142.251.255
68.142.252.0 68.142.255.255
68.143.0.0 68.143.255.255
68.152.0.0 68.159.255.255
68.160.0.0 68.163.255.255
68.164.0.0 68.164.129.255
68.164.130.0 68.164.132.255
68.164.133.0 68.167.255.255
68.168.0.0 68.168.15.255
68.168.16.0 68.168.31.255
68.168.32.0 68.168.63.255
68.168.64.0 68.168.79.255
68.168.80.0 68.168.111.255
68.168.144.0 68.168.207.255
68.168.208.0 68.168.223.255
68.168.224.0 68.168.255.255
68.169.0.0 68.169.31.255
68.169.32.0 68.169.47.255
68.169.48.0 68.169.63.255
68.169.64.0 68.169.111.255
68.169.112.0 68.170.255.255
68.171.0.0 68.171.15.255
68.171.16.0 68.171.63.255
68.171.80.0 68.171.127.255
68.171.128.0 68.171.159.255
68.171.160.0 68.171.223.255
68.172.0.0 68.172.255.255
68.173.0.0 68.173.255.255
68.174.0.0 68.175.255.255
68.176.0.0 68.177.255.255
68.178.0.0 68.178.79.255
68.178.80.0 68.178.127.255
68.178.128.0 68.178.255.255
68.179.128.0 68.179.191.255
68.179.192.0 68.180.127.255
68.180.128.0 68.180.255.255
68.181.0.0 68.181.255.255
68.183.0.0 68.183.95.255
68.183.96.0 68.183.255.255
68.184.0.0 68.187.255.255
68.188.0.0 68.188.255.255
68.189.0.0 68.191.255.255
68.192.0.0 68.199.255.255
68.200.0.0 68.207.255.255
68.208.0.0 68.208.149.225
68.208.149.227 68.209.255.255
68.210.0.0 68.210.255.255
68.211.0.0 68.214.255.255
68.215.0.0 68.218.66.255
68.218.67.0 68.218.67.255
68.218.68.0 68.224.255.255
68.225.0.0 68.225.78.255
68.225.79.0 68.225.79.255
68.225.80.0 68.225.217.255
68.225.218.0 68.225.218.255
68.225.219.0 68.225.255.255
68.226.0.0 68.226.113.255
68.226.114.0 68.226.114.255
68.226.115.0 68.226.255.255
68.227.0.0 68.228.77.255
68.228.78.0 68.228.78.255
68.228.79.0 68.229.119.255
68.229.120.0 68.229.120.255
68.229.121.0 68.229.255.255
68.230.0.0 68.230.255.255
68.231.0.0 68.231.255.255
68.232.0.0 68.232.31.255
68.232.32.0 68.232.47.255
68.232.48.0 68.232.63.255
68.232.96.0 68.233.191.255
68.233.192.0 68.233.223.255
68.233.224.0 68.233.255.255
68.234.0.0 68.234.128.69
68.234.128.71 68.235.175.255
68.235.192.0 68.235.255.255
68.236.0.0 68.236.4.255
68.236.5.0 68.236.5.255
68.236.6.0 68.236.255.255
68.237.0.0 68.237.255.255
68.238.0.0 68.238.64.11
68.238.64.13 68.238.64.13
68.238.64.15 68.238.96.11
68.238.96.13 68.238.96.13
68.238.96.15 68.238.112.11
68.238.112.13 68.238.112.13
68.238.112.15 68.238.128.11
68.238.128.13 68.238.128.13
68.238.128.15 68.239.255.255
68.240.0.0 68.247.255.255
68.248.0.0 68.248.28.103
